ID	HMsrDay	HMsrDate	LfCountH	MaxLfLgthH	MaxLfWdthH	BoltedH	BoltCountH	MaxBoltHtH	FlrHeadCount	HarvestDay	HarvestDate	CrownDiam.mmH	ShootMass.gH	RootMass.gH
RU008.21.i	76	29-Nov-09	46			n				76	29-Nov-09	6.6		1.726
RU003.4.d	76	29-Nov-09	29			n				76	29-Nov-09	7.14		0.649
RU005.6.d	76	29-Nov-09	28			n				76	29-Nov-09	7.94		1.995
US003.28.d	76	29-Nov-09	23			n				76	29-Nov-09	7.72		2.381
RO004.21.e	76	29-Nov-09	13			y	1	32.5	26	76	29-Nov-09	8.92		1.24
RU001.6.j	76	29-Nov-09	28			n				76	29-Nov-09	9		1.118
HU001.24.a	76	29-Nov-09	14			y	1	36.5	2	76	29-Nov-09	7.57		0.707
RO001.28.e	76	29-Nov-09	23			n				76	29-Nov-09	7.06		0.771
US001.3.h	76	29-Nov-09	35			n				76	29-Nov-09	6.71		0.231
RO002.15.g	76	29-Nov-09	11			n				76	29-Nov-09	5.19		0.104
TR005.20.g	76	29-Nov-09	27			n				76	29-Nov-09	5.43		0.844
UA004.7.e	76	29-Nov-09	19			y	1	23.5	3	76	29-Nov-09	8.6		1.282
TR003.2.a	76	29-Nov-09	4			n				76	29-Nov-09	4.11		0.184
US015.15.f	76	29-Nov-09	17			n				76	29-Nov-09	6.46		0.779
RU002.2.e	76	29-Nov-09	24			n				76	29-Nov-09	8.02		0.618
US002.17.h	76	29-Nov-09	17			n				76	29-Nov-09	7.37		0.507
UA002.15.h	76	29-Nov-09	26			n				76	29-Nov-09	6.55		1.339
TR004.18.b	76	29-Nov-09	16			n				76	29-Nov-09	4.1		0.312
CA001.6.h	76	29-Nov-09	26			n				76	29-Nov-09	8.53		1.346
UA005.18.b	76	29-Nov-09	36			n				76	29-Nov-09	6.54		1.052
BG001.16.a	76	29-Nov-09	22			n				76	29-Nov-09	6.07		0.33
US021.3.a														
RU001.2.j	76	29-Nov-09	27			n				76	29-Nov-09	5.91		0.779
US018.11.a	76	29-Nov-09	39			n				76	29-Nov-09	7.16		1.108
RU004.7.d	76	29-Nov-09	20			n				76	29-Nov-09	7.34		2.096
US003.19.d	76	29-Nov-09	37			n				76	29-Nov-09	6.13		1.662
RO001.21.e	76	29-Nov-09	20			y	1	32.5	0	76	29-Nov-09	7.31		1.594
TR005.9.b	76	29-Nov-09	14			n				76	29-Nov-09	4.56		0.2
RO005.17.k	76	29-Nov-09	25			n				76	29-Nov-09	6.18		0.507
TR003.14.c	76	29-Nov-09	12			n				76	29-Nov-09	4.3		0.384
GR003.17.b	76	29-Nov-09	20			n				76	29-Nov-09	6.2		0.63
US002.5.j	76	29-Nov-09	29			n				76	29-Nov-09	7.86		1.835
UA002.13.e	76	29-Nov-09	33			n				76	29-Nov-09	7.76		1.104
US001.23.e	76	29-Nov-09	34			n				76	29-Nov-09	7.61		4.151
US022.42.c	76	29-Nov-09	20			n				76	29-Nov-09	7.08		1.969
US011.12.a														
CA008.4.f	76	29-Nov-09	11			y	1	15	0	76	29-Nov-09	4.98		0.278
GR001.14.h	76	29-Nov-09	11			y	1	42	0	76	29-Nov-09	5.94		0.441
RU005.5.g														
UA004.7.g	76	29-Nov-09	31			n				76	29-Nov-09	8.37		1.419
RU003.7.e	76	29-Nov-09	24			n				76	29-Nov-09	5.61		1.28
TR001.19.i	76	29-Nov-09	0			y	1	41.5	126	76	29-Nov-09	7.41		0.991
RO003.15.j	76	29-Nov-09	24			n				76	29-Nov-09	7.86		0.486
HU001.13.b	76	29-Nov-09	22			n				76	29-Nov-09	7.43		1.303
UA003.8.g	76	29-Nov-09	30			n				76	29-Nov-09	6.03		0.949
RU008.19.h	76	29-Nov-09	27			n				76	29-Nov-09	7.08		0.887
US015.17.a	76	29-Nov-09	27			n				76	29-Nov-09	6.42		0.886
US014.16.a	76	29-Nov-09	31			n				76	29-Nov-09	7.32		1.624
RO004.3.j	76	29-Nov-09	0			y	1	40	132	76	29-Nov-09	8.04		0.806
GR002.8.e	76	29-Nov-09	8			y	1	28.5	106	76	29-Nov-09	5.19		0.482
RO002.18.a	76	29-Nov-09	16			n				76	29-Nov-09	5.82		0.504
US020.24.e	76	29-Nov-09	23			n				76	29-Nov-09	7.6		0.981
US003.19.j	71	24-Nov-09	9	12.3	2.8	n				91	14-Dec-09	9.55	0.468	0.386
TR004.8.a	71	24-Nov-09	7	16	5.1	n				91	14-Dec-09	6.11	0.668	0.686
TR003.24.d	71	24-Nov-09	8	9.4	1.2	n				91	14-Dec-09	3.39	0.241	0.034
UA005.15.f	71	24-Nov-09	9	19.6	4.3	n				91	14-Dec-09	6.18	1.062	0.259
GR003.12.h	71	24-Nov-09	4	16.1	4.4	y	1	39.1	13	91	14-Dec-09	7.92	3.553	0.368
UA002.15.e	71	24-Nov-09	20	17.3	4.3	n				91	14-Dec-09	7.13	1.089	0.228
RU001.9.f	71	24-Nov-09	11	10.2	2.7	n				91	14-Dec-09	8.92	0.539	0.287
RU001.7.i	71	24-Nov-09	11	19	2.4	y	1	12	0	91	14-Dec-09	6.29	1.047	0.381
CA001.3.h	71	24-Nov-09	11	15.3	3.4	n				91	14-Dec-09	8.82	1.355	0.8
BG001.29.c	71	24-Nov-09	0			y	1	21.2	0	91	14-Dec-09			
RU004.8.c	71	24-Nov-09	14	21.3	4.2	n				91	14-Dec-09	6.21	0.615	0.56
HU001.13.h	71	24-Nov-09	12	20.6	8.3	y	1	42	0	91	14-Dec-09	6.25	4.103	1.247
US001.14.h	71	24-Nov-09	13	13.1	1.6	n				91	14-Dec-09	6.97	0.585	0.782
GR003.17.j	71	24-Nov-09	0			y	1	30.4	78	91	14-Dec-09	8.36	2.568	0.441
HU001.13.j	71	24-Nov-09	15	17.5	5.5	n				91	14-Dec-09	7.56	1.295	0.946
CA001.7.a	71	24-Nov-09	57	16.6	3.9	n				91	14-Dec-09	13.91	2.575	1.419
RO004.20.c	71	24-Nov-09	4	17	4.9	y	1	33.3	0	91	14-Dec-09	6.91	2.246	0.58
US015.15.g	71	24-Nov-09	10	17	4.2	n				74	27-Nov-09	5.77	0.87	0.23
RU004.7.a	71	24-Nov-09	5	11.3	3.2	n				91	14-Dec-09			
GR001.28.c	71	24-Nov-09	4	13.4	3	y	1	27.5	3	74	27-Nov-09	5.47	1.273	0.315
TR004.27.f	71	24-Nov-09	7	15	3.6	n				74	27-Nov-09	5.23	0.47	0.078
US020.24.d	71	24-Nov-09	10	20.9	4.2	n				74	27-Nov-09	5.42	0.635	0.156
GR003.12.e	71	24-Nov-09	5	14.2	2.6	y	1	39.4	36	91	14-Dec-09	7.28	4.572	0.91
US001.20.d	71	24-Nov-09	35	17.5	6	n				74	27-Nov-09	13.95	2.958	1.527
UA004.5.j	71	24-Nov-09	11	16.6	5.2	n				74	27-Nov-09	7.09	0.736	0.604
US026.23.a	71	24-Nov-09	7	10.2	2.2	n				74	27-Nov-09	7.37	0.599	0.287
BG001.29.a	71	24-Nov-09	0			y	4	18.5	57	91	14-Dec-09	10	1.917	0.381
HU001.24.l	71	24-Nov-09	9	18.6	6.2	y	1	41.2	2	74	27-Nov-09	9.9	2.04	0.754
US012.31.c	71	24-Nov-09	8	15.3	3.6	n				74	27-Nov-09	3.58	0.18	0.095
HU001.28.d	71	24-Nov-09	0			y	1	23.2	3	91	14-Dec-09	7.64	1.136	0.28
TR001.12.h	71	24-Nov-09	13	16.7	2.8	n				91	14-Dec-09	1.97	0.693	0.475
US001.14.f	78	1-Dec-09	15	15.9	3.7	n				78	1-Dec-09	6.39	1.119	2.541
HU001.14.f	78	1-Dec-09	18	14.3	5	n				78	1-Dec-09	4.86	1.21	2.114
US018.11.f	78	1-Dec-09	13	14.1	3	n				78	1-Dec-09	6.5	0.867	2.261
UA002.13.c	78	1-Dec-09	18	14.4	4.5	n				78	1-Dec-09	6.51	1.23	2.379
US013.14.a	78	1-Dec-09	9	16.6	5.1	n				78	1-Dec-09	6.02	1.16	2.366
CA008.6.g	78	1-Dec-09	15	19.2	3.9	n				78	1-Dec-09	5.03	1.13	2.148
TR005.9.c	78	1-Dec-09	7	17.3	3.7	n				78	1-Dec-09	5.26	0.67	0.789
RO005.14.g	78	1-Dec-09	18	14	4.3	n				78	1-Dec-09	9.16	1.119	2.511
UA004.7.f	78	1-Dec-09	28	15.1	3.3	n				78	1-Dec-09	7.13	1.647	5.185
US021.8.i	78	1-Dec-09	16	14.6	3.6	n				78	1-Dec-09	7.19	2.058	3.142
GR002.25.g	78	1-Dec-09	11	16.6	3.9	n				78	1-Dec-09	4.34	0.761	2.114
TR001.1.f	78	1-Dec-09	11	25.6	7.3	n				78	1-Dec-09	5.83	1.344	2.609
GR003.12.b	78	1-Dec-09	15	17.7	4.3	n				78	1-Dec-09	5.44	1.006	1.644
RO004.21.a	78	1-Dec-09	16	15.4	3.5	n				78	1-Dec-09	6.98	1.421	1.814
RO001.13.h	78	1-Dec-09	20	16.4	4.7	n				78	1-Dec-09	6.28	1.496	3.476
RU008.17.d	78	1-Dec-09	13	19.1	7.4	n				78	1-Dec-09	5.06	1.458	2.508
CA001.6.k	78	1-Dec-09	14	20.7	3.7	n				78	1-Dec-09	6.1	1.304	2.757
RO002.22.j	78	1-Dec-09	15	13.3	5.2	n				78	1-Dec-09	6.21	1.322	2.685
UA001.22.a	78	1-Dec-09	23	18.2	4.9	n				78	1-Dec-09	5.45	1.498	2.537
CA007.3.c	78	1-Dec-09	18	14.6	5	n				78	1-Dec-09	6.97	1.195	2.704
US003.28.h	78	1-Dec-09	20	18.1	3.6	n				78	1-Dec-09	6.13	2.082	2.912
US014.22.b	78	1-Dec-09	16	17.3	4.7	n				78	1-Dec-09	5.12	1.772	5.431
US023.45.a	78	1-Dec-09	14	16	4.7	n				78	1-Dec-09	5.06	1.298	3.418
US015.2.a	78	1-Dec-09	17	16.8	4.8	n				78	1-Dec-09	5.48	1.283	4.245
BG001.22.c	78	1-Dec-09	15	13.9	3.2	n				78	1-Dec-09	6.52	1.031	2.129
GR001.6.c	78	1-Dec-09	8	17.2	7.2	y	1	33.5	20	78	1-Dec-09	7.13	3.269	5.618
TR003.6.d	78	1-Dec-09	9	14.3	4.6	y	1	4	1	78	1-Dec-09	4.12	0.704	1.275
RU005.6.a	78	1-Dec-09	19	14.1	4.5	n				78	1-Dec-09	5.67	1.162	2.54
RU001.10.a	78	1-Dec-09	15	16.1	5.2	n				78	1-Dec-09	4.57	1.262	1.872
US002.1.l	78	1-Dec-09	26	15.5	5.2	n				78	1-Dec-09	5.63	1.822	3.571
UA003.9A.c	78	1-Dec-09	12	14.3	3.1	n				78	1-Dec-09	5.73	1.1	3.008
US011.8.d	78	1-Dec-09	21	14.9	4.1	n				78	1-Dec-09	5.81	1.095	2.871
UA006.10.c	78	1-Dec-09	21	13.5	3.2	n				78	1-Dec-09	5.39	1.254	2.87
RO003.11.d	78	1-Dec-09	14	10.5	3.4	n				78	1-Dec-09	5.11	0.822	1.489
US022.42.h	78	1-Dec-09	14	13.3	2.6	n				78	1-Dec-09	5.69	1.177	2.64
UA008.18.f	78	1-Dec-09	12	14.6	2.1	n				78	1-Dec-09	4.66	0.835	2.618
TR003.24.f	78	1-Dec-09	16	9.9	1.9	n				78	1-Dec-09	4.22	0.488	0.855
TR001.10.c	78	1-Dec-09	12	19	4.8	n				78	1-Dec-09	5.41	1.406	2.674
RO002.12.d	78	1-Dec-09	13	15.7	4.6	n				78	1-Dec-09	5.17	0.947	1.226
CA001.4.c	78	1-Dec-09	15	15.6	4.2	n				78	1-Dec-09	6.2	1.337	2.651
TR005.18.f	78	1-Dec-09	7	12.8	3.3	n				78	1-Dec-09	5.32	0.737	0.975
UA002.15.c	78	1-Dec-09	12	16.6	3.5	n				78	1-Dec-09	5.86	1.192	2.524
US015.13.k	78	1-Dec-09	10	14.5	3.9	n				78	1-Dec-09	5.38	1.195	2.491
TR004.8.h	78	1-Dec-09	7	13.7	3.1	n				78	1-Dec-09	3.31	0.588	0.326
RO001.6.b	78	1-Dec-09	19	16.6	5.1	n				78	1-Dec-09	5.82	2.195	3.888
UA003.6.e	78	1-Dec-09	10	20.2	5.9	n				78	1-Dec-09	5.58	1.693	3.033
RU002.7.b	78	1-Dec-09	16	18.9	4.2	n				78	1-Dec-09	4.68	1.158	3.356
RO004.12.a	78	1-Dec-09	13	19.1	4.5	n				78	1-Dec-09	6.37	1.684	
RO003.9.j	78	1-Dec-09	18	15.4	3.7	n				78	1-Dec-09	4.8	1.247	2.761
UA001.25.h	78	1-Dec-09	25	18.6	4.3	n				78	1-Dec-09	6.44	1.723	4.833
RU008.16.i	78	1-Dec-09	18	14.7	4.1	n				78	1-Dec-09	5.91	1.389	3.6
RO005.25.c	78	1-Dec-09	13	14	3.3	n				78	1-Dec-09	5.51	0.925	1.734
RU005.6.f	78	1-Dec-09	21	20.1	4.4	n				78	1-Dec-09	6.05	2.454	3.777
US001.3.a	78	1-Dec-09	16	24.7	6.3	n				78	1-Dec-09	6.98	2.384	7.859
US021.8.k	78	1-Dec-09	13	16.7	5.5	n				78	1-Dec-09	5.6	1.531	3.667
US023.41.e	78	1-Dec-09	21	20.6	6.3	n				78	1-Dec-09	6.05	2.344	6.442
GR003.10.c	78	1-Dec-09	12	15.6	4.9	n				78	1-Dec-09	5.95	1.397	2.908
US011.8.a	78	1-Dec-09	13	12.6	2.5	n				78	1-Dec-09	5.28	1.275	3.598
US014.16.k	78	1-Dec-09	15	16.2	4.1	n				78	1-Dec-09	5.22	1.528	5.996
BG001.25.i	78	1-Dec-09	11	13.3	3.2	n				78	1-Dec-09	6.54	1.114	3.439
RU001.7.b	78	1-Dec-09	18	18.6	3.6	n				78	1-Dec-09	5.62	1.459	2.656
US002.17.b	78	1-Dec-09	16	15.2	5.1	n				78	1-Dec-09	6.42	1.699	5.493
UA004.15.c	78	1-Dec-09	17	20.5	4.6	n				78	1-Dec-09	5.82	1.394	5.395
HU001.5.h	78	1-Dec-09	14	12.8	3.5	n				78	1-Dec-09	4.54	0.545	2.689
GR001.26.e	78	1-Dec-09	20	16.5	5	n				78	1-Dec-09	5.25	1.133	4.552
CA008.2.a	78	1-Dec-09	19	12.1	3.2	n				78	1-Dec-09	6.11	1.071	3.741
CA007.1.a	78	1-Dec-09	19	13.9	4.8	n				78	1-Dec-09	6.58	1.779	2.897
US003.28.j	78	1-Dec-09	17	16.1	5.2	n				78	1-Dec-09	5.98	1.278	8.121
RU005.6.b	78	1-Dec-09	12	16.1	3	n				78	1-Dec-09	5.53	1.287	2.348
GR002.17.c	78	1-Dec-09	18	15.6	3.6	n				78	1-Dec-09	5.62	0.986	2.809
TR004.8.e	80	3-Dec-09	17	14.9	3.3	n				90	13-Dec-09	3.96	1.031	1.754
US018.5.d	80	3-Dec-09	12	10.3	1.3	n				90	13-Dec-09	5.29	0.654	1.592
CA007.2.b	80	3-Dec-09	18	14.7	4.1	n				80	3-Dec-09	6.43	1.217	2.649
GR001.26.i	80	3-Dec-09	19	15.5	3.2	n				90	13-Dec-09	4.62	0.885	1.532
RO004.21.h	80	3-Dec-09	15	16.4	2.3	n				90	13-Dec-09	6.91	1.214	2.182
RU002.5.c	80	3-Dec-09	20	15.7	2.6	n				90	13-Dec-09	5.36	1.095	2.567
RO001.13.c	80	3-Dec-09	24	15	4.4	n				90	13-Dec-09	6.04	1.025	3.205
UA005.3.c	80	3-Dec-09	15	20.4	4.6	n				80	3-Dec-09	5.51	1.871	3.227
RU008.21.f	80	3-Dec-09	18	19.7	3.6	n				80	3-Dec-09	6.05	1.732	2.906
US015.2.d	80	3-Dec-09	20	15.5	4.8	n				80	3-Dec-09	5.45	1.618	4.278
CA001.7.b	80	3-Dec-09	16	15.8	3.6	n				80	3-Dec-09	4.76	1.738	4.295
RO005.14.d	80	3-Dec-09	15	13.1	3.7	n				80	3-Dec-09	5.77	1.237	3.301
UA001.19.a	80	3-Dec-09	24	15.8	4	n				80	3-Dec-09	4.71	1.44	2.709
RO002.18.e	80	3-Dec-09	12	13.1	3.8	n				80	3-Dec-09	5.08	1.172	1.656
GR002.2.c	80	3-Dec-09	20	17.6	3.3	n				80	3-Dec-09	7.96	1.927	3.367
US001.3.b	80	3-Dec-09	18	20.1	4.9	n				80	3-Dec-09	5.86	1.651	3.342
US003.28.i	80	3-Dec-09	19	21.4	4.7	n				80	3-Dec-09	4.64	1.945	5.203
RO003.4.d	80	3-Dec-09	16	14.1	4	n				80	3-Dec-09	6.23	1.098	1.587
RU003.7.a	80	3-Dec-09	20	14.3	4.2	n				80	3-Dec-09	4.92	1.071	1.949
US022.17.f	80	3-Dec-09	16	11.9	3.2	n				80	3-Dec-09	5.4	1.093	3.042
UA007.20.d	80	3-Dec-09	12	16.6	3.5	n				80	3-Dec-09	5.71	1.131	2.961
UA004.18.d	80	3-Dec-09	15	17	3.8	n				80	3-Dec-09	4.55	1.331	2.113
UA003.11A.f	80	3-Dec-09	11	17.9	5.1	n				80	3-Dec-09	5.25	1.384	2.42
BG001.17.c	80	3-Dec-09	11	14.6	3.8	n				80	3-Dec-09	5.82	1.1	2.353
RU004.7.e	80	3-Dec-09	19	11.5	1.8	n				80	3-Dec-09	6.03	1.106	4.303
GR003.9.i	80	3-Dec-09	15	22.1	4.9	n				80	3-Dec-09	6.44	1.373	2.869
US023.41.f	80	3-Dec-09	27	13.3	1.9	n				80	3-Dec-09	5.93	1.09	1.602
TR001.1.h	80	3-Dec-09	15	15.2	2.1	n				80	3-Dec-09	6.69	1.55	2.908
US014.22.f	80	3-Dec-09	17	16.6	4.3	n				80	3-Dec-09	4.86	1.49	3.529
RU001.6.b	80	3-Dec-09	15	17.7	5.2	n				80	3-Dec-09	6.9	1.161	3.41
US002.1.d	80	3-Dec-09	22	14.8	4.7	n				80	3-Dec-09	6.56	2.028	3.604
TR003.14.d	80	3-Dec-09	11	13.8	3.7	n				80	3-Dec-09	4.04	0.584	2.25
HU001.13.e	80	3-Dec-09	16	15.9	4.1	n				80	3-Dec-09	6.06	1.336	1.197
TR003.24.i	80	3-Dec-09	11	12.2	2.5	n				80	3-Dec-09	4.29	0.639	1.398
US001.3.e	80	3-Dec-09	11	15.8	3.6	n				80	3-Dec-09	3.71	0.668	0.989
US022.23.i	80	3-Dec-09	16	17.2	2.6	n				80	3-Dec-09	4.5	0.988	2.105
RO003.15.g	80	3-Dec-09	18	15.5	4.9	n				80	3-Dec-09	6.23	1.525	3.288
RU001.9.b	80	3-Dec-09	14	15.1	3.7	n				80	3-Dec-09	5.04	1.029	2.279
RU002.1.c	80	3-Dec-09	19	15	3.3	n				80	3-Dec-09	5.65	1.469	4.472
UA003.8.c	80	3-Dec-09	10	17.3	2.7	n				80	3-Dec-09	3.82	0.935	1.562
RO002.15.d	80	3-Dec-09	20	13.6	3.8	n				80	3-Dec-09	5.06	1.342	2.691
RU008.16.c	80	3-Dec-09	13	16.6	4.3	n				80	3-Dec-09	5.01	1.148	2.81
US002.24.c	80	3-Dec-09	19	18.9	4.7	n				80	3-Dec-09	5.47	1.288	3.113
RO005.14.j	80	3-Dec-09	19	16.1	4.5	n				80	3-Dec-09	6	1.359	2.989
UA006.14.a	80	3-Dec-09	13	16.7	3.7	n				80	3-Dec-09	7.07	1.346	2.476
RU005.7.e	80	3-Dec-09	19	17.1	3.9	n				80	3-Dec-09	3.81	0.917	1.937
CA001.3.b	80	3-Dec-09	12	15.1	5.6	n				80	3-Dec-09	5.52	1.486	11.894
GR001.28.f	80	3-Dec-09	16	18.3	5.6	n				80	3-Dec-09	5.67	1.23	4.968
TR001.12.e	80	3-Dec-09	12	18	5.1	n				80	3-Dec-09	6.62	1.071	4.366
UA005.13.b	80	3-Dec-09	17	15	4.2	n				80	3-Dec-09	7.18	1.754	7.048
RO001.13.g	80	3-Dec-09	15	19.1	3.7	n				80	3-Dec-09	6.11	1.718	5.171
GR002.8.g	80	3-Dec-09	11	13.5	2.6	n				80	3-Dec-09	6.21	0.826	2.083
BG001.22.d	80	3-Dec-09	16	16.9	4	n				80	3-Dec-09	4.85	1.213	2.72
US014.20.a	80	3-Dec-09	18	16.1	5.4	n				80	3-Dec-09	6.09	2.17	6.204
UA001.11.e	80	3-Dec-09	13	14.9	4.3	n				80	3-Dec-09	5.3	1.371	4.284
US023.26.a	80	3-Dec-09	16	17.8	5.8	n				80	3-Dec-09	5.32	0.515	4.63
UA004.15.a	80	3-Dec-09	19	17.8	4.6	n				80	3-Dec-09	5.89	1.242	3.751
TR005.20.e	80	3-Dec-09	6	13.7	3.9	n				80	3-Dec-09	3.9	0.518	1.885
US020.27.a	80	3-Dec-09	40	14.2	4.1	n				80	3-Dec-09	6.23	1.938	10.552
RO004.12.f	80	3-Dec-09	14	19	5.2	n				80	3-Dec-09	7.6	1.193	2.614
RU003.1.c	80	3-Dec-09	15	16.8	3.2	n				80	3-Dec-09	5.72	1.408	6.234
UA002.15.a	80	3-Dec-09	15	18.5	4.5	n				80	3-Dec-09	6.54	1.274	5.18
UA008.24.a	80	3-Dec-09	20	14.9	3.2	n				80	3-Dec-09	5.88	0.966	3.775
US003.19.h	80	3-Dec-09	19	9.9	3.6	n				80	3-Dec-09	4.72	0.96	2.076
US012.28.f	80	3-Dec-09	14	12.9	4.1	n				80	3-Dec-09	5.64	1.056	2.149
RU004.8.b	80	3-Dec-09	18	10.6	2.4	n				80	3-Dec-09	4.88	0.927	2.848
HU001.5.l	80	3-Dec-09	24	16.1	3.9	n				80	3-Dec-09	6.27	1.23	6.81
US002.5.f	80	3-Dec-09	13	18.1	4.9	n				80	3-Dec-09	6.98	1.639	3.392
GR003.12.a	80	3-Dec-09	13	27.1	3.2	n				80	3-Dec-09	6.33	1.29	1.821
BG001.17.g	80	3-Dec-09	16	12.4	3.3	n				80	3-Dec-09	5.66	1.138	2.121
TR001.1.b	80	3-Dec-09	12	15.2	3.5	n				80	3-Dec-09	4.8	1.239	2.32
US003.20.i	80	3-Dec-09	14	16.6	3.1	n				80	3-Dec-09	5.96	1.805	1.863
RO004.21.j	80	3-Dec-09	22	13.4	3.3	n				80	3-Dec-09	8.09	1.611	1.908
US015.17.b	80	3-Dec-09	11	15.6	3.8	n				80	3-Dec-09	7.07	1.234	2.435
RO005.14.f	80	3-Dec-09	13	17.7	4.9	n				82	5-Dec-09	6.17	1.212	2.75
UA005.18.i	80	3-Dec-09	14	15.1	4.6	n				82	5-Dec-09	5.65	1.468	2.417
TR004.27.a	80	3-Dec-09	10	15.7	3.2	n				82	5-Dec-09	3.75	0.663	1.02
CA001.7.e	80	3-Dec-09	15	14.4	3.1	n				82	5-Dec-09	5.67	0.963	2.624
US022.17.d	80	3-Dec-09	14	15.6	6.1	n				82	5-Dec-09	6.33	1.397	3.252
RU003.7.b	80	3-Dec-09	16	17.5	4.3	n				82	5-Dec-09	4.6	1.346	4.353
CA008.4.c	80	3-Dec-09	18	18.5	5.7	n				82	5-Dec-09	4.95	1.743	2.503
US014.22.c	80	3-Dec-09	13	18.8	4.5	n				82	5-Dec-09	5.42	1.246	2.335
US001.3.f	80	3-Dec-09	19	17.7	5.5	n				82	5-Dec-09	8.61	2.702	3.781
RU001.7.a	80	3-Dec-09	22	14.1	3.6	n				82	5-Dec-09	7.99	1.511	3.032
GR002.13.d	80	3-Dec-09	20	15.1	3.6	n				82	5-Dec-09	6.47	1.508	2.392
US012.29.h	80	3-Dec-09	15	14.1	4.1	n				82	5-Dec-09	6.74	1.176	2.633
GR001.6.f	80	3-Dec-09	11	16.6	4.3	n				82	5-Dec-09	5.1	1.233	3.352
RO003.11.b	80	3-Dec-09	15	12.4	2.4	n				82	5-Dec-09	4.47	1.009	3.046
RU008.17.i	80	3-Dec-09	17	16.6	4.5	n				82	5-Dec-09	4.65		3.934
UA004.27.f	80	3-Dec-09	20	15.3	5.2	n				82	5-Dec-09	6.01	1.59	5.381
UA008.18.b	80	3-Dec-09	16	15.7	4	n				82	5-Dec-09	5.03	1.37	4.763
UA003.6.g	80	3-Dec-09	11	17.1	5.4	n				82	5-Dec-09	5.91		2.136
RO002.18.c	80	3-Dec-09	15	15.1	3.9	n				82	5-Dec-09	5.01	0.804	2.202
RO001.21.h	80	3-Dec-09	15	12.2	3.4	n				82	5-Dec-09	3.38	1.112	3.218
UA002.15.g	80	3-Dec-09	16	12.2	3.2	n				82	5-Dec-09	6.74	1.159	4.392
UA001.18.b	80	3-Dec-09	23	13.2	4.6	y	1	5	0	82	5-Dec-09	5.41	1.659	4.624
HU001.14.c	80	3-Dec-09	17	16.8	4.2	n				82	5-Dec-09	4.82	1.292	3.531
RO002.22.a	75	28-Nov-09	18	12.7	4.5	n				77	30-Nov-09	4.73	1.229	2.519
US003.6.b	75	28-Nov-09	9	17.2	5.4	n				77	30-Nov-09	4.57	1.015	1.757
TR005.18.g	75	28-Nov-09	5	20.1	3.9	n				77	30-Nov-09	4.37	0.588	0.64
US014.20.b	75	28-Nov-09	13	17.3	3.8	n				77	30-Nov-09	5.41	1.354	3.135
UA008.13.j	75	28-Nov-09	9	20.1	5.7	n				77	30-Nov-09	3.99	0.763	1.84
UA004.5.d	75	28-Nov-09	24	18.1	5.3	n				77	30-Nov-09	8.11	1.827	5.85
RU008.19.i	75	28-Nov-09	13	13.8	4.9	n				77	30-Nov-09	7.14	1.901	6.781
US020.42.d	75	28-Nov-09	11	17.5	4	n				77	30-Nov-09	5.11	0.956	3.731
CA001.3.a	75	28-Nov-09	21	19.7	5.6	n				77	30-Nov-09	5.71	1.918	4.702
BG001.17.b	75	28-Nov-09	15	16.2	4	n				77	30-Nov-09	6.31	1.275	3.38
GR002.25.a	75	28-Nov-09	12	18	4.2	n				77	30-Nov-09	5.64	1.023	3.543
HU001.5.c	77	30-Nov-09	19	19.1	4.7	n				77	30-Nov-09	5.66	1.294	2.635
RO001.21.g	77	30-Nov-09	15	21.4	4.6	n				77	30-Nov-09	5.7	1.662	2.724
US026.15.a	77	30-Nov-09	20	17.4	6	n				77	30-Nov-09	5.56	1.465	8.401
RO005.15.f	77	30-Nov-09	22	18.2	3.3	n				77	30-Nov-09	6.05	1.177	2.157
US018.5.a	77	30-Nov-09	21	17.7	5.2	n				77	30-Nov-09	5.68	1.741	4.071
CA008.4.j	77	30-Nov-09	16	21.5	6.1	n				77	30-Nov-09	7.33	1.64	3.11
TR004.14.j	77	30-Nov-09	6	15.6	3	n				77	30-Nov-09	3.68	0.431	0.285
UA003.11A.i	77	30-Nov-09	6	18.7	4.5	n				77	30-Nov-09	2.82	0.882	1.744
GR003.17.c	77	30-Nov-09	0			y	1	44.5	36	77	30-Nov-09	4.2	2.347	1.915
US002.22.h	77	30-Nov-09	21	17.2	4.1	n				77	30-Nov-09	5.71	1.9	4.04
RO004.12.i	77	30-Nov-09	16	18.3	4.1	n				77	30-Nov-09	7.23	1.417	2.95
US015.17.f	77	30-Nov-09	18	13.7	5.6	n				77	30-Nov-09	5.2	1.513	2.754
US001.22.b	77	30-Nov-09	12	21.2	6.4	n				77	30-Nov-09	5.21	1.913	3.759
UA005.7.i	77	30-Nov-09	15	18.4	5.9	n				77	30-Nov-09	6.05	1.371	3.33
GR001.6.d	77	30-Nov-09	12	18.9	5.5	n				77	30-Nov-09	5.81	1.735	8.152
RU001.7.g	77	30-Nov-09	14	14.5	4	n				77	30-Nov-09	5.34	1.038	3.076
UA007.19.d	77	30-Nov-09	18	14.9	4.1	n				77	30-Nov-09	3.7	0.863	1.589
UA006.24.b	77	30-Nov-09	10	15.2	3.6	n				77	30-Nov-09	6.25	1.267	3.431
RU004.6.d	77	30-Nov-09	13	17.8	3	n				77	30-Nov-09	4.12	0.77	2.851
RO003.11.c	77	30-Nov-09	16	9.9	3.4	n				77	30-Nov-09	4.9	0.773	1.256
